0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 6.283185e+00
0.000000e+00 0.000000e+00 1.256637e+01
0.000000e+00 0.000000e+00 6.283185e+00
0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 6.283185e+00
0.000000e+00 0.000000e+00 1.256637e+01
0.000000e+00 0.000000e+00 6.283185e+00
0.000000e+00 0.000000e+00 0.000000e+00
0.000000e+00 0.000000e+00 1.840302e+00
0.000000e+00 0.000000e+00 1.840302e+00
0.000000e+00 0.000000e+00 1.840302e+00
0.000000e+00 0.000000e+00 1.840302e+00
0.000000e+00 0.000000e+00 1.072607e+01
0.000000e+00 0.000000e+00 1.072607e+01
0.000000e+00 0.000000e+00 1.072607e+01
0.000000e+00 0.000000e+00 1.072607e+01
0.000000e+00 0.000000e+00 4.782790e-01
0.000000e+00 0.000000e+00 3.878714e+00
0.000000e+00 0.000000e+00 3.878714e+00
0.000000e+00 0.000000e+00 4.782790e-01
0.000000e+00 0.000000e+00 4.782790e-01
0.000000e+00 0.000000e+00 3.878714e+00
0.000000e+00 0.000000e+00 3.878714e+00
0.000000e+00 0.000000e+00 4.782790e-01
0.000000e+00 0.000000e+00 8.687656e+00
0.000000e+00 0.000000e+00 1.208809e+01
0.000000e+00 0.000000e+00 8.687656e+00
0.000000e+00 0.000000e+00 1.208809e+01
0.000000e+00 0.000000e+00 1.208809e+01
0.000000e+00 0.000000e+00 8.687656e+00
0.000000e+00 0.000000e+00 1.208809e+01
0.000000e+00 0.000000e+00 8.687656e+00
0.000000e+00 0.000000e+00 1.207296e-01
0.000000e+00 0.000000e+00 1.058908e+00
0.000000e+00 0.000000e+00 5.057397e+00
0.000000e+00 0.000000e+00 2.792435e+00
0.000000e+00 0.000000e+00 5.057397e+00
0.000000e+00 0.000000e+00 2.792435e+00
0.000000e+00 0.000000e+00 1.207296e-01
0.000000e+00 0.000000e+00 1.058908e+00
0.000000e+00 0.000000e+00 1.207296e-01
0.000000e+00 0.000000e+00 1.058908e+00
0.000000e+00 0.000000e+00 5.057397e+00
0.000000e+00 0.000000e+00 2.792435e+00
0.000000e+00 0.000000e+00 5.057397e+00
0.000000e+00 0.000000e+00 2.792435e+00
0.000000e+00 0.000000e+00 1.207296e-01
0.000000e+00 0.000000e+00 1.058908e+00
0.000000e+00 0.000000e+00 7.508974e+00
0.000000e+00 0.000000e+00 9.773936e+00
0.000000e+00 0.000000e+00 1.244564e+01
0.000000e+00 0.000000e+00 1.150746e+01
0.000000e+00 0.000000e+00 7.508974e+00
0.000000e+00 0.000000e+00 9.773936e+00
0.000000e+00 0.000000e+00 1.244564e+01
0.000000e+00 0.000000e+00 1.150746e+01
0.000000e+00 0.000000e+00 1.244564e+01
0.000000e+00 0.000000e+00 1.150746e+01
0.000000e+00 0.000000e+00 7.508974e+00
0.000000e+00 0.000000e+00 9.773936e+00
0.000000e+00 0.000000e+00 1.244564e+01
0.000000e+00 0.000000e+00 1.150746e+01
0.000000e+00 0.000000e+00 7.508974e+00
0.000000e+00 0.000000e+00 9.773936e+00
0.000000e+00 0.000000e+00 -6.283185e+00
0.000000e+00 0.000000e+00 -1.256637e+01
0.000000e+00 0.000000e+00 -6.283185e+00
0.000000e+00 0.000000e+00 -6.283185e+00
0.000000e+00 0.000000e+00 -1.256637e+01
0.000000e+00 0.000000e+00 -6.283185e+00
0.000000e+00 0.000000e+00 -1.840302e+00
0.000000e+00 0.000000e+00 -1.840302e+00
0.000000e+00 0.000000e+00 -1.840302e+00
0.000000e+00 0.000000e+00 -1.840302e+00
0.000000e+00 0.000000e+00 -1.072607e+01
0.000000e+00 0.000000e+00 -1.072607e+01
0.000000e+00 0.000000e+00 -1.072607e+01
0.000000e+00 0.000000e+00 -1.072607e+01
0.000000e+00 0.000000e+00 -3.878714e+00
0.000000e+00 0.000000e+00 -4.782790e-01
0.000000e+00 0.000000e+00 -4.782790e-01
0.000000e+00 0.000000e+00 -3.878714e+00
0.000000e+00 0.000000e+00 -3.878714e+00
0.000000e+00 0.000000e+00 -4.782790e-01
0.000000e+00 0.000000e+00 -4.782790e-01
0.000000e+00 0.000000e+00 -3.878714e+00
0.000000e+00 0.000000e+00 -8.687656e+00
0.000000e+00 0.000000e+00 -1.208809e+01
0.000000e+00 0.000000e+00 -8.687656e+00
0.000000e+00 0.000000e+00 -1.208809e+01
0.000000e+00 0.000000e+00 -1.208809e+01
0.000000e+00 0.000000e+00 -8.687656e+00
0.000000e+00 0.000000e+00 -1.208809e+01
0.000000e+00 0.000000e+00 -8.687656e+00
0.000000e+00 0.000000e+00 -5.057397e+00
0.000000e+00 0.000000e+00 -2.792435e+00
0.000000e+00 0.000000e+00 -1.207296e-01
0.000000e+00 0.000000e+00 -1.058908e+00
0.000000e+00 0.000000e+00 -1.207296e-01
0.000000e+00 0.000000e+00 -1.058908e+00
0.000000e+00 0.000000e+00 -5.057397e+00
0.000000e+00 0.000000e+00 -2.792435e+00
0.000000e+00 0.000000e+00 -5.057397e+00
0.000000e+00 0.000000e+00 -2.792435e+00
0.000000e+00 0.000000e+00 -1.207296e-01
0.000000e+00 0.000000e+00 -1.058908e+00
0.000000e+00 0.000000e+00 -1.207296e-01
0.000000e+00 0.000000e+00 -1.058908e+00
0.000000e+00 0.000000e+00 -5.057397e+00
0.000000e+00 0.000000e+00 -2.792435e+00
0.000000e+00 0.000000e+00 -7.508974e+00
0.000000e+00 0.000000e+00 -9.773936e+00
0.000000e+00 0.000000e+00 -1.244564e+01
0.000000e+00 0.000000e+00 -1.150746e+01
0.000000e+00 0.000000e+00 -7.508974e+00
0.000000e+00 0.000000e+00 -9.773936e+00
0.000000e+00 0.000000e+00 -1.244564e+01
0.000000e+00 0.000000e+00 -1.150746e+01
0.000000e+00 0.000000e+00 -1.244564e+01
0.000000e+00 0.000000e+00 -1.150746e+01
0.000000e+00 0.000000e+00 -7.508974e+00
0.000000e+00 0.000000e+00 -9.773936e+00
0.000000e+00 0.000000e+00 -1.244564e+01
0.000000e+00 0.000000e+00 -1.150746e+01
0.000000e+00 0.000000e+00 -7.508974e+00
0.000000e+00 0.000000e+00 -9.773936e+00
