0.000000e+00 0.000000e+00
2.500000e-01 0.000000e+00
1.693896e-01 1.712232e-01
0.000000e+00 2.500000e-01
5.000000e-01 0.000000e+00
3.848663e-01 2.251901e-01
2.231217e-01 3.881201e-01
0.000000e+00 5.000000e-01
7.500000e-01 0.000000e+00
6.068069e-01 2.258097e-01
5.000000e-01 5.000000e-01
2.228146e-01 6.087147e-01
0.000000e+00 7.500000e-01
1.000000e+00 0.000000e+00
8.243094e-01 1.725277e-01
7.696446e-01 3.879866e-01
3.862054e-01 7.726871e-01
7.699942e-01 6.087518e-01
6.056183e-01 7.720353e-01
1.704703e-01 8.265304e-01
0.000000e+00 1.000000e+00
1.000000e+00 2.500000e-01
1.000000e+00 5.000000e-01
2.500000e-01 1.000000e+00
5.000000e-01 1.000000e+00
1.000000e+00 7.500000e-01
8.233659e-01 8.251016e-01
7.500000e-01 1.000000e+00
1.000000e+00 1.000000e+00
8.469478e-02 8.561158e-02
2.096948e-01 8.561158e-02
1.250000e-01 0.000000e+00
8.469478e-02 2.106116e-01
0.000000e+00 1.250000e-01
8.523515e-02 9.132652e-01
8.523515e-02 7.882652e-01
0.000000e+00 8.750000e-01
2.102351e-01 9.132652e-01
1.250000e-01 1.000000e+00
9.116829e-01 9.125508e-01
7.866829e-01 9.125508e-01
8.750000e-01 1.000000e+00
9.116829e-01 7.875508e-01
1.000000e+00 8.750000e-01
9.121547e-01 8.626383e-02
9.121547e-01 2.112638e-01
1.000000e+00 1.250000e-01
7.871547e-01 8.626383e-02
8.750000e-01 0.000000e+00
1.114073e-01 6.793573e-01
1.114073e-01 5.543573e-01
0.000000e+00 6.250000e-01
1.966424e-01 7.176225e-01
6.778092e-01 8.860177e-01
5.528092e-01 8.860177e-01
6.250000e-01 1.000000e+00
7.144921e-01 7.985685e-01
8.848223e-01 3.189933e-01
8.848223e-01 4.439933e-01
1.000000e+00 3.750000e-01
7.969770e-01 2.802571e-01
3.174332e-01 1.125950e-01
4.424332e-01 1.125950e-01
3.750000e-01 0.000000e+00
2.771279e-01 1.982066e-01
1.115609e-01 3.190601e-01
1.962556e-01 2.796716e-01
1.115609e-01 4.440600e-01
0.000000e+00 3.750000e-01
2.229681e-01 4.984174e-01
3.039940e-01 3.066551e-01
3.181027e-01 8.863435e-01
2.783379e-01 7.996087e-01
4.431027e-01 8.863435e-01
3.750000e-01 1.000000e+00
4.959119e-01 7.723612e-01
3.045100e-01 6.907009e-01
8.849971e-01 6.793759e-01
7.966801e-01 7.169267e-01
8.849971e-01 5.543759e-01
1.000000e+00 6.250000e-01
7.698194e-01 4.983692e-01
6.878063e-01 6.903935e-01
6.784035e-01 1.129049e-01
7.155582e-01 1.991687e-01
5.534035e-01 1.129049e-01
6.250000e-01 0.000000e+00
4.958366e-01 2.254999e-01
6.882258e-01 3.068981e-01
3.615609e-01 4.440600e-01
4.424332e-01 3.625950e-01
3.614073e-01 5.543573e-01
4.431027e-01 6.363435e-01
5.534035e-01 3.629049e-01
6.348223e-01 4.439933e-01
6.349971e-01 5.543759e-01
5.528092e-01 6.360177e-01
1.048474e-01 4.280579e-02
1.471948e-01 8.561158e-02
1.673474e-01 4.280579e-02
4.234739e-02 1.678058e-01
8.469478e-02 1.481116e-01
4.234739e-02 1.053058e-01
4.261757e-02 8.941326e-01
8.523515e-02 8.507652e-01
4.261757e-02 8.316326e-01
1.676176e-01 9.566326e-01
1.477351e-01 9.132652e-01
1.051176e-01 9.566326e-01
8.933415e-01 9.562754e-01
8.491829e-01 9.125508e-01
8.308415e-01 9.562754e-01
9.558415e-01 8.312754e-01
9.116829e-01 8.500508e-01
9.558415e-01 8.937754e-01
9.560774e-01 1.056319e-01
9.121547e-01 1.487638e-01
9.560774e-01 1.681319e-01
8.310774e-01 4.313192e-02
8.496547e-01 8.626383e-02
8.935774e-01 4.313192e-02
5.570365e-02 6.521787e-01
1.114073e-01 6.168573e-01
5.570365e-02 5.896787e-01
1.409388e-01 7.529438e-01
1.540249e-01 6.984899e-01
9.832122e-02 7.338113e-01
6.514046e-01 9.430088e-01
6.153092e-01 8.860177e-01
5.889046e-01 9.430088e-01
7.505875e-01 8.555597e-01
6.961506e-01 8.422931e-01
7.322461e-01 8.992842e-01
9.424112e-01 3.469967e-01
8.848223e-01 3.814933e-01
9.424112e-01 4.094967e-01
8.545659e-01 2.457605e-01
8.408997e-01 2.996252e-01
8.984885e-01 2.651286e-01
3.462166e-01 5.629752e-02
3.799332e-01 1.125950e-01
4.087166e-01 5.629752e-02
2.434114e-01 1.419091e-01
2.972806e-01 1.554008e-01
2.635640e-01 9.910330e-02
9.812783e-02 2.648358e-01
